"accession","biosample_acc","length","genome_region","host","country","isolation","collection_date","release_date","name"
"AKC36681","SAMN03254054","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4971.1, partial genome"
"AKC36682","SAMN03254054","288","vp30","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4971.1, partial genome"
"AKC36683","SAMN03254054","251","vp24","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4971.1, partial genome"
"AKC36684","SAMN03254054","2212","L","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4971.1, partial genome"
"AKC36685","SAMN03254055","739","NP","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4972.1, partial genome"
"AKC36686","SAMN03254055","340","vp35","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4972.1, partial genome"
"AKC36687","SAMN03254055","326","vp40","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4972.1, partial genome"
"AKC36688","SAMN03254055","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4972.1, partial genome"
"AKC36689","SAMN03254055","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4972.1, partial genome"
"AKC36690","SAMN03254055","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4972.1, partial genome"
"AKC36691","SAMN03254055","288","vp30","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4972.1, partial genome"
"AKC36692","SAMN03254055","251","vp24","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4972.1, partial genome"
"AKC36693","SAMN03254055","2212","L","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4972.1, partial genome"
"AKC36694","SAMN03254056","739","NP","Homo sapiens","Sierra Leone","blood","2014/08/12","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4973.1, partial genome"
"AKC36695","SAMN03254056","340","vp35","Homo sapiens","Sierra Leone","blood","2014/08/12","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4973.1, partial genome"
"AKC36696","SAMN03254056","326","vp40","Homo sapiens","Sierra Leone","blood","2014/08/12","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4973.1, partial genome"
"AKC36697","SAMN03254056","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/08/12","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4973.1, partial genome"
"AKC36698","SAMN03254056","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/08/12","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4973.1, partial genome"
"AKC36699","SAMN03254056","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/08/12","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4973.1, partial genome"
"AKC36700","SAMN03254056","288","vp30","Homo sapiens","Sierra Leone","blood","2014/08/12","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4973.1, partial genome"
"AKC36701","SAMN03254056","251","vp24","Homo sapiens","Sierra Leone","blood","2014/08/12","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4973.1, partial genome"
"AKC36702","SAMN03254056","2212","L","Homo sapiens","Sierra Leone","blood","2014/08/12","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4973.1, partial genome"
"AKC36703","SAMN03254059","739","NP","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4981.1, partial genome"
"AKC36704","SAMN03254059","340","vp35","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4981.1, partial genome"
"AKC36705","SAMN03254059","326","vp40","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4981.1, partial genome"
"AKC36706","SAMN03254059","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4981.1, partial genome"
"AKC36707","SAMN03254059","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4981.1, partial genome"
"AKC36708","SAMN03254059","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4981.1, partial genome"
"AKC36709","SAMN03254059","288","vp30","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4981.1, partial genome"
"AKC36710","SAMN03254059","251","vp24","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4981.1, partial genome"
"AKC36711","SAMN03254059","2212","L","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4981.1, partial genome"
"AKC36712","SAMN03254060","739","NP","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4982.1, partial genome"
"AKC36713","SAMN03254060","340","vp35","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4982.1, partial genome"
"AKC36714","SAMN03254060","326","vp40","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4982.1, partial genome"
"AKC36715","SAMN03254060","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4982.1, partial genome"
"AKC36716","SAMN03254060","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4982.1, partial genome"
"AKC36717","SAMN03254060","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4982.1, partial genome"
"AKC36718","SAMN03254060","288","vp30","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4982.1, partial genome"
"AKC36719","SAMN03254060","251","vp24","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4982.1, partial genome"
"AKC36720","SAMN03254060","2212","L","Homo sapiens","Sierra Leone","blood","2014/08/14","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4982.1, partial genome"
"AKC36721","SAMN03254063","739","NP","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4994.1, partial genome"
"AKC36722","SAMN03254063","340","vp35","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4994.1, partial genome"
"AKC36723","SAMN03254063","326","vp40","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4994.1, partial genome"
"AKC36724","SAMN03254063","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4994.1, partial genome"
"AKC36725","SAMN03254063","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4994.1, partial genome"
"AKC36726","SAMN03254063","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4994.1, partial genome"
"AKC36727","SAMN03254063","288","vp30","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4994.1, partial genome"
"AKC36728","SAMN03254063","251","vp24","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4994.1, partial genome"
"AKC36729","SAMN03254063","2212","L","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4994.1, partial genome"
"AKC36730","SAMN03254064","739","NP","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4996.1, partial genome"
"AKC36731","SAMN03254064","340","vp35","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4996.1, partial genome"
"AKC36732","SAMN03254064","326","vp40","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4996.1, partial genome"
"AKC36733","SAMN03254064","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4996.1, partial genome"
"AKC36734","SAMN03254064","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4996.1, partial genome"
"AKC36735","SAMN03254064","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4996.1, partial genome"
"AKC36736","SAMN03254064","288","vp30","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4996.1, partial genome"
"AKC36737","SAMN03254064","251","vp24","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4996.1, partial genome"
"AKC36738","SAMN03254064","2212","L","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4996.1, partial genome"
"AKC36739","SAMN03254065","739","NP","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4999.1, partial genome"
"AKC36740","SAMN03254065","340","vp35","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4999.1, partial genome"
"AKC36741","SAMN03254065","326","vp40","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4999.1, partial genome"
"AKC36742","SAMN03254065","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4999.1, partial genome"
"AKC36743","SAMN03254065","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4999.1, partial genome"
"AKC36744","SAMN03254065","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4999.1, partial genome"
"AKC36745","SAMN03254065","288","vp30","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4999.1, partial genome"
"AKC36746","SAMN03254065","251","vp24","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4999.1, partial genome"
"AKC36747","SAMN03254065","2212","L","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G4999.1, partial genome"
"AKC36748","SAMN03254068","739","NP","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5012.3, partial genome"
"AKC36749","SAMN03254068","340","vp35","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5012.3, partial genome"
"AKC36750","SAMN03254068","326","vp40","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5012.3, partial genome"
"AKC36751","SAMN03254068","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5012.3, partial genome"
"AKC36752","SAMN03254068","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5012.3, partial genome"
"AKC36753","SAMN03254068","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5012.3, partial genome"
"AKC36754","SAMN03254068","288","vp30","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5012.3, partial genome"
"AKC36755","SAMN03254068","251","vp24","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5012.3, partial genome"
"AKC36756","SAMN03254068","2212","L","Homo sapiens","Sierra Leone","blood","2014/08/15","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5012.3, partial genome"
"AKC36757","SAMN03254070","739","NP","Homo sapiens","Sierra Leone","blood","2014/08/16","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5016.1, partial genome"
"AKC36758","SAMN03254070","340","vp35","Homo sapiens","Sierra Leone","blood","2014/08/16","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5016.1, partial genome"
"AKC36759","SAMN03254070","326","vp40","Homo sapiens","Sierra Leone","blood","2014/08/16","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5016.1, partial genome"
"AKC36760","SAMN03254070","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/08/16","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5016.1, partial genome"
"AKC36761","SAMN03254070","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/08/16","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5016.1, partial genome"
"AKC36762","SAMN03254070","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/08/16","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5016.1, partial genome"
"AKC36763","SAMN03254070","288","vp30","Homo sapiens","Sierra Leone","blood","2014/08/16","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5016.1, partial genome"
"AKC36764","SAMN03254070","251","vp24","Homo sapiens","Sierra Leone","blood","2014/08/16","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5016.1, partial genome"
"AKC36765","SAMN03254070","2212","L","Homo sapiens","Sierra Leone","blood","2014/08/16","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5016.1, partial genome"
"AKC36766","SAMN03254071","739","NP","Homo sapiens","Sierra Leone","blood","2014/08/16","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5019.1, partial genome"
"AKC36767","SAMN03254071","340","vp35","Homo sapiens","Sierra Leone","blood","2014/08/16","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5019.1, partial genome"
"AKC36768","SAMN03254071","326","vp40","Homo sapiens","Sierra Leone","blood","2014/08/16","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5019.1, partial genome"
"AKC36769","SAMN03254071","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/08/16","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5019.1, partial genome"
"AKC36770","SAMN03254071","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/08/16","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5019.1, partial genome"
"AKC36771","SAMN03254071","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/08/16","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5019.1, partial genome"
"AKC36772","SAMN03254071","288","vp30","Homo sapiens","Sierra Leone","blood","2014/08/16","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5019.1, partial genome"
"AKC36773","SAMN03254071","251","vp24","Homo sapiens","Sierra Leone","blood","2014/08/16","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5019.1, partial genome"
"AKC36774","SAMN03254071","2212","L","Homo sapiens","Sierra Leone","blood","2014/08/16","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5019.1, partial genome"
"AKC36775","SAMN03254077","739","NP","Homo sapiens","Sierra Leone","blood","2014/08/17","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5039.1, partial genome"
"AKC36776","SAMN03254077","340","vp35","Homo sapiens","Sierra Leone","blood","2014/08/17","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5039.1, partial genome"
"AKC36777","SAMN03254077","326","vp40","Homo sapiens","Sierra Leone","blood","2014/08/17","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5039.1, partial genome"
"AKC36778","SAMN03254077","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/08/17","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5039.1, partial genome"
"AKC36779","SAMN03254077","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/08/17","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5039.1, partial genome"
"AKC36780","SAMN03254077","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/08/17","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5039.1, partial genome"
"AKC36781","SAMN03254077","288","vp30","Homo sapiens","Sierra Leone","blood","2014/08/17","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5039.1, partial genome"
"AKC36782","SAMN03254077","251","vp24","Homo sapiens","Sierra Leone","blood","2014/08/17","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5039.1, partial genome"
"AKC36783","SAMN03254077","2212","L","Homo sapiens","Sierra Leone","blood","2014/08/17","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5039.1, partial genome"
"AKC36784","SAMN03254081","739","NP","Homo sapiens","Sierra Leone","blood","2014/08/18","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5059.1, partial genome"
"AKC36785","SAMN03254081","340","vp35","Homo sapiens","Sierra Leone","blood","2014/08/18","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5059.1, partial genome"
"AKC36786","SAMN03254081","326","vp40","Homo sapiens","Sierra Leone","blood","2014/08/18","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5059.1, partial genome"
"AKC36787","SAMN03254081","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/08/18","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5059.1, partial genome"
"AKC36788","SAMN03254081","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/08/18","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5059.1, partial genome"
"AKC36789","SAMN03254081","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/08/18","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5059.1, partial genome"
"AKC36790","SAMN03254081","288","vp30","Homo sapiens","Sierra Leone","blood","2014/08/18","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5059.1, partial genome"
"AKC36791","SAMN03254081","251","vp24","Homo sapiens","Sierra Leone","blood","2014/08/18","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5059.1, partial genome"
"AKC36792","SAMN03254081","2212","L","Homo sapiens","Sierra Leone","blood","2014/08/18","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5059.1, partial genome"
"AKC36793","SAMN03254082","739","NP","Homo sapiens","Sierra Leone","blood","2014/08/17","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5064.1, partial genome"
"AKC36794","SAMN03254082","340","vp35","Homo sapiens","Sierra Leone","blood","2014/08/17","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5064.1, partial genome"
"AKC36795","SAMN03254082","326","vp40","Homo sapiens","Sierra Leone","blood","2014/08/17","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5064.1, partial genome"
"AKC36796","SAMN03254082","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/08/17","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5064.1, partial genome"
"AKC36797","SAMN03254082","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/08/17","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5064.1, partial genome"
"AKC36798","SAMN03254082","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/08/17","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5064.1, partial genome"
"AKC36799","SAMN03254082","288","vp30","Homo sapiens","Sierra Leone","blood","2014/08/17","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5064.1, partial genome"
"AKC36800","SAMN03254082","251","vp24","Homo sapiens","Sierra Leone","blood","2014/08/17","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5064.1, partial genome"
"AKC36801","SAMN03254082","2212","L","Homo sapiens","Sierra Leone","blood","2014/08/17","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5064.1, partial genome"
"AKC36802","SAMN03254086","739","NP","Homo sapiens","Sierra Leone","blood","2014/08/19","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5112.1, partial genome"
"AKC36803","SAMN03254086","340","vp35","Homo sapiens","Sierra Leone","blood","2014/08/19","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5112.1, partial genome"
"AKC36804","SAMN03254086","326","vp40","Homo sapiens","Sierra Leone","blood","2014/08/19","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5112.1, partial genome"
"AKC36805","SAMN03254086","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/08/19","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5112.1, partial genome"
"AKC36806","SAMN03254086","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/08/19","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5112.1, partial genome"
"AKC36807","SAMN03254086","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/08/19","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5112.1, partial genome"
"AKC36808","SAMN03254086","288","vp30","Homo sapiens","Sierra Leone","blood","2014/08/19","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5112.1, partial genome"
"AKC36809","SAMN03254086","251","vp24","Homo sapiens","Sierra Leone","blood","2014/08/19","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5112.1, partial genome"
